GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - With an Internet subscription,Margin of Error; Total: - With an Internet subscription,Estimate; Total: - With an Internet subscription - Dial-up with no other type of Internet subscription,Margin of Error; Total: - With an Internet subscription - Dial-up with no other type of Internet subscription,Estimate; Total: - With an Internet subscription - Broadband of any type,Margin of Error; Total: - With an Internet subscription - Broadband of any type,Estimate; Total: - With an Internet subscription - Cellular data plan,Margin of Error; Total: - With an Internet subscription - Cellular data plan,Estimate; Total: - With an Internet subscription - Cellular data plan - Cellular data plan with no other type of Internet subscription,Margin of Error; Total: - With an Internet subscription - Cellular data plan - Cellular data plan with no other type of Internet subscription,"Estimate; Total: - With an Internet subscription - Broadband such as cable, fiber optic or DSL","Margin of Error; Total: - With an Internet subscription - Broadband such as cable, fiber optic or DSL","Estimate; Total: - With an Internet subscription - Broadband such as cable, fiber optic or DSL - Broadband such as cable, fiber optic or DSL with no other type of Internet subscription","Margin of Error; Total: - With an Internet subscription - Broadband such as cable, fiber optic or DSL - Broadband such as cable, fiber optic or DSL with no other type of Internet subscription",Estimate; Total: - With an Internet subscription - Satellite Internet service,Margin of Error; Total: - With an Internet subscription - Satellite Internet service,Estimate; Total: - With an Internet subscription - Satellite Internet service - Satellite Internet service with no other type of Internet subscription,Margin of Error; Total: - With an Internet subscription - Satellite Internet service - Satellite Internet service with no other type of Internet subscription,Estimate; Total: - With an Internet subscription - Other service with no other type of Internet subscription,Margin of Error; Total: - With an Internet subscription - Other service with no other type of Internet subscription,Estimate; Total: - Internet access without a subscription,Margin of Error; Total: - Internet access without a subscription,Estimate; Total: - No Internet access,Margin of Error; Total: - No Internet access
7950000US3601000,3601000,"Genesee & Orleans Counties PUMA, New York",39793,1150,31323,1441,288,168,31035,1465,23931,1475,3787,645,25686,1272,6251,929,1494,484,504,290,43,37,1549,570,6921,960
7950000US3601101,3601101,"Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA, New York",44915,1784,34355,1680,242,213,34113,1680,27160,1709,4736,885,28400,1670,5929,938,2106,688,190,145,0,192,1477,668,9083,1329
7950000US3601102,3601102,"Niagara County (North & East) PUMA, New York",41871,1910,33317,1891,581,423,32736,1820,24689,1371,3362,923,27717,1636,6745,1099,2853,620,709,410,105,147,1154,590,7400,1252
7950000US3601201,3601201,"Erie County (Northwest) PUMA, New York",44657,1804,37936,1663,63,107,37873,1654,31939,1750,3077,889,34099,1687,5463,1192,1920,514,44,72,145,171,1269,704,5452,1044
7950000US3601202,3601202,"Erie County (North Central) PUMA, New York",50286,1940,43754,1773,143,174,43611,1749,34534,1672,1863,558,40911,1836,8287,1375,1857,668,276,293,0,192,1874,640,4658,1022
7950000US3601203,3601203,"Erie County (Northeast) PUMA, New York",46712,1979,39669,1850,171,173,39498,1839,31968,1794,4775,1207,34176,1865,6869,1261,2426,753,45,74,124,151,1267,622,5776,1018
7950000US3601204,3601204,"Erie County (Central) PUMA, New York",66143,2145,53049,1833,381,283,52668,1876,38223,2104,7460,1492,43738,1981,13079,1844,2160,655,640,469,72,118,1585,595,11509,1642
7950000US3601205,3601205,"Erie County (West Central)--Buffalo City (East) PUMA, New York",58418,2358,39512,2350,255,180,39257,2361,32892,2311,7174,1204,31243,2296,5433,1006,2807,672,250,175,78,92,2085,740,16821,2152
7950000US3601206,3601206,"Erie County (West Central)--Buffalo City (West) PUMA, New York",47721,2253,37728,2226,160,146,37568,2230,33304,2180,7261,1402,30104,2015,3863,783,1045,427,0,192,38,61,1552,582,8441,1224
7950000US3601207,3601207,"Erie County (South) PUMA, New York",66536,2276,57360,2191,265,219,57095,2151,43288,2226,9089,1766,45987,2405,13164,1943,2665,636,156,133,43,72,1066,514,8110,1349
7950000US3601300,3601300,"Livingston & Wyoming Counties PUMA, New York",39642,1060,32181,1322,319,166,31862,1298,24451,1202,4573,784,24640,1315,6040,1015,3517,691,781,327,143,134,1607,563,5854,919
7950000US3601400,3601400,"Ontario & Yates Counties PUMA, New York",53915,1596,44557,1620,306,174,44251,1594,34956,1848,5185,1054,36797,1950,7632,936,3295,924,959,704,107,157,1611,534,7747,1160
7950000US3601500,3601500,"Madison & Cortland Counties PUMA, New York",42758,1611,32574,1767,149,95,32425,1765,26391,1734,4405,964,25953,1665,5050,1009,2485,558,371,211,96,98,2372,628,7812,1126
7950000US3601600,3601600,"Fulton & Montgomery Counties PUMA, New York",42734,1301,33509,1704,649,340,32860,1696,20089,1641,2832,768,28675,1731,6678,1215,1740,578,389,233,68,94,1017,348,8208,1210
7950000US3601700,3601700,"Schenectady County--Schenectady City PUMA, New York",48720,1926,41690,2153,195,164,41495,2154,33187,2010,2811,727,37787,2027,7608,1148,1201,420,354,208,136,229,1385,530,5645,924
7950000US3601801,3601801,"Saratoga County (South & Central) PUMA, New York",44377,1656,40279,1893,0,192,40279,1893,34581,1975,3946,1146,35132,1878,5011,981,871,373,110,180,252,326,860,421,3238,920
7950000US3601802,3601802,"Saratoga County (Outer) PUMA, New York",49326,1920,41872,1684,178,166,41694,1659,34091,1824,3605,1033,36519,1736,6753,1008,1998,663,230,159,0,192,2020,766,5434,1054
7950000US3601900,3601900,"Rensselaer County--Troy City PUMA, New York",62816,1588,53324,1787,205,159,53119,1786,40796,1884,5808,1002,45364,1906,11673,1716,2634,745,299,185,57,65,1304,598,8188,1106
7950000US3602001,3602001,"Albany County (East Central)--Albany City PUMA, New York",44892,2193,37326,2287,44,72,37282,2280,30709,2451,6044,1269,30425,2165,6230,1294,1329,749,34,56,58,95,1303,577,6263,1411
7950000US3602002,3602002,"Albany County (Outside Albany City) PUMA, New York",80437,2065,67966,2140,236,160,67730,2128,55529,2314,4914,1165,61475,2295,11415,1340,1783,493,225,146,166,277,2940,748,9531,1483
7950000US3602100,3602100,"Columbia & Greene Counties PUMA, New York",41558,1707,31695,1625,421,312,31274,1619,21894,1460,4018,727,23455,1481,7154,1289,3885,812,1669,639,22,37,1589,558,8274,1224
7950000US3602201,3602201,"Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA, New York",50253,1752,40059,1723,84,105,39975,1728,31536,1824,4153,920,35246,1937,8257,1393,1088,469,115,136,0,192,1819,606,8375,1448
7950000US3602202,3602202,"Broome (Outer West) & Tioga Counties PUMA, New York",41883,1502,35843,1616,304,224,35539,1624,27554,1507,3895,997,29761,1802,7046,1161,2184,559,419,222,28,48,1126,461,4914,886
7950000US3602203,3602203,"Chenango, Delaware & Broome (East) Counties PUMA; New York",42770,1615,33216,1630,430,227,32786,1585,21282,1492,2501,716,27333,1410,9772,1196,3503,778,1065,427,24,39,1653,454,7901,919
7950000US3602300,3602300,"Tompkins County PUMA, New York",37683,1516,33063,1638,27,47,33036,1635,26463,1761,2264,562,29782,1840,5984,1246,1496,454,111,110,38,65,1773,708,2847,695
7950000US3602401,3602401,"Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA, New York",41759,1619,32959,1844,231,204,32728,1832,24885,1634,3656,1077,27837,1808,7294,1270,1963,522,308,166,16,26,2143,828,6657,1096
7950000US3602402,3602402,"Steuben (North & West), Schuyler & Chemung (North) Counties PUMA; New York",37389,1328,30246,1371,286,144,29960,1383,21724,1394,4423,811,22230,1182,6928,874,3384,600,971,345,143,131,1220,438,5923,773
7950000US3602500,3602500,"Cattaraugus & Allegany Counties PUMA, New York",49474,1383,36825,1448,436,194,36389,1414,25441,1274,6039,739,24417,1262,6942,933,7167,771,2825,536,62,47,1964,598,10685,950
7950000US3602600,3602600,"Chautauqua County PUMA, New York",51705,1835,39093,1793,503,214,38590,1834,27735,1864,5873,1041,30649,1760,9181,1277,2964,563,577,358,135,113,2237,827,10375,1218
7950000US3602701,3602701,"Sullivan & Ulster (West) Counties PUMA, New York",36989,1763,30081,1776,331,247,29750,1848,19449,1725,2744,844,25507,1872,9202,1402,1506,502,643,347,0,192,1245,720,5663,1106
7950000US3602702,3602702,"Ulster County (East) PUMA, New York",56340,2044,48714,2315,290,204,48424,2289,35854,2091,3925,1073,43441,2334,11855,1603,1981,699,254,197,42,71,1454,601,6172,1255
7950000US3602801,3602801,"Dutchess County (North & East) PUMA, New York",44811,1747,39765,1611,293,260,39472,1610,32013,1556,2645,683,34968,1719,6009,871,3064,800,514,424,0,192,1036,431,4010,997
7950000US3602802,3602802,"Dutchess County (Southwest) PUMA, New York",63389,2002,55554,2354,112,106,55442,2345,45535,2149,3357,1012,51476,2482,9367,1162,1401,552,116,139,0,192,1745,828,6090,1206
7950000US3602901,3602901,"Orange County (Northeast)--Greater Newburgh City PUMA, New York",43781,1836,34650,1898,76,91,34574,1901,26589,1748,2717,815,31483,1944,7488,1521,1508,593,81,98,0,192,1190,704,7941,1329
7950000US3602902,3602902,"Orange County (Northwest) PUMA, New York",41041,1545,30468,1531,134,197,30334,1538,23976,1584,2868,921,26939,1812,5516,1098,2006,719,87,106,27,45,4427,1189,6146,1289
7950000US3602903,3602903,"Orange County (Southeast) PUMA, New York",39543,1796,31421,1697,99,100,31322,1695,26850,1757,2174,672,28837,1633,4212,935,903,350,0,192,0,192,1275,612,6847,1255
7950000US3603001,3603001,"Rockland County (North)--New City & Congers PUMA, New York",34028,1599,30366,1718,137,114,30229,1712,26358,1713,1347,456,28565,1738,3353,946,1099,440,245,208,72,118,446,261,3216,1027
7950000US3603002,3603002,"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns PUMA; New York",36245,1794,30529,1807,116,138,30413,1786,25404,1615,2161,703,27838,1768,3769,973,931,437,79,130,0,192,974,615,4742,1188
7950000US3603003,3603003,"Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA; New York",28984,1487,18005,1336,80,94,17925,1328,16165,1314,2908,818,14981,1218,1535,506,751,348,0,192,0,192,987,606,9992,1270
7950000US3603101,3603101,"Putnam County PUMA, New York",35871,1314,33505,1400,0,192,33505,1400,28850,1444,3458,831,29807,1483,4144,913,761,275,57,97,0,192,722,384,1644,521
7950000US3603102,3603102,"Westchester County (Northwest) PUMA, New York",50768,2018,43680,1952,285,218,43395,1911,38889,1643,3066,903,39826,2081,4079,815,1271,477,145,145,0,192,930,416,6158,1159
7950000US3603103,3603103,"Westchester County (Northeast) PUMA, New York",47931,1704,43231,1742,42,70,43189,1742,38500,1650,2977,948,39833,1740,4442,937,886,407,0,192,0,192,1082,601,3618,1178
7950000US3603104,3603104,"Westchester County (Southeast) PUMA, New York",39625,1917,35284,1890,67,112,35217,1879,32555,1854,2954,849,31723,2040,2337,640,1335,586,57,98,0,192,400,215,3941,967
7950000US3603105,3603105,"Westchester County (Central)--White Plains City PUMA, New York",60389,1970,55959,1856,249,193,55710,1869,50683,1727,3744,1027,51295,2062,4758,951,2073,533,122,150,0,192,438,364,3992,941
7950000US3603106,3603106,"Westchester County (Southwest)--Yonkers City PUMA, New York",72040,2362,57945,2438,221,171,57724,2431,48792,2412,7000,1484,49397,2481,7698,1428,2844,985,575,518,61,106,3698,1120,10397,1546
7950000US3603107,3603107,"Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA, New York",70354,2506,57610,2317,119,92,57491,2314,49543,2394,4675,979,51970,2330,7029,1176,1917,592,224,226,0,192,3468,1129,9276,1576
7950000US3603201,3603201,"Nassau County (Northwest)--North Hempstead Town (North) PUMA, New York",39823,1780,37159,1657,65,80,37094,1654,32124,1335,4068,990,32059,1657,4722,1014,1729,701,76,90,27,45,441,401,2223,651
7950000US3603202,3603202,"Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA, New York",39271,1642,35974,1621,0,192,35974,1621,25246,1659,2702,723,32857,1600,10589,1735,1692,559,95,107,0,192,703,456,2594,808
7950000US3603203,3603203,"Nassau County (East Central)--Oyster Bay Town (Central) PUMA, New York",33458,1710,30707,1653,79,92,30628,1646,25986,1682,1807,503,28652,1714,4461,1003,1192,579,53,87,0,192,264,205,2487,766
7950000US3603204,3603204,"Nassau County (West Central)--North Hempstead Town (South) PUMA, New York",35830,1696,32191,1758,90,114,32101,1760,25831,1731,2523,795,28606,1718,5745,1159,1991,655,372,371,0,192,700,346,2939,747
7950000US3603205,3603205,"Nassau County (West Central)--Hempstead Town (Northwest) PUMA, New York",34492,2060,31328,1980,118,113,31210,1999,27060,1991,1983,547,28942,1969,3784,874,1034,439,158,203,40,66,725,427,2439,825
7950000US3603206,3603206,"Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor PUMA, New York",39362,2017,33677,2088,83,108,33594,2105,28893,1839,4864,1014,28312,1872,4426,936,843,438,25,41,43,73,666,444,5019,974
7950000US3603207,3603207,"Nassau County (Central)--Hempstead Town (Northeast) PUMA, New York",37090,2014,33165,1958,0,192,33165,1958,28211,1980,2724,835,30090,1954,4525,809,1300,525,70,118,0,192,211,202,3714,861
7950000US3603208,3603208,"Nassau County (Southeast)--Oyster Bay Town (South) PUMA, New York",37152,1830,34501,1891,249,188,34252,1844,30058,1869,2482,698,31554,1710,4106,857,830,399,32,52,0,192,460,239,2191,655
7950000US3603209,3603209,"Nassau County (Central)--Hempstead Town (East Central) PUMA, New York",34409,1914,31450,1717,107,107,31343,1711,26422,1763,1975,614,28794,1758,4287,932,1060,496,0,192,218,352,252,219,2707,875
7950000US3603210,3603210,"Nassau County (South Central)--Hempstead Town (Southeast) PUMA, New York",36136,1616,33002,1713,158,124,32844,1689,28542,1777,2996,941,29392,1722,4029,907,1175,435,206,261,0,192,163,133,2971,952
7950000US3603211,3603211,"Nassau County (West Central)--Hempstead Town (West Central) PUMA, New York",36565,2066,32750,2092,287,249,32463,2078,28556,1991,2887,835,29434,2103,3795,809,690,328,71,117,0,192,854,454,2961,938
7950000US3603212,3603212,"Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City PUMA, New York",37178,2366,32558,1904,109,126,32449,1903,29131,2055,1823,544,30105,1824,2912,811,1244,506,116,143,58,99,304,227,4316,1036
